"","ra","dec","pmra","epmra","pmdec","epmdec","mz","ez","my","ey","mj","ej","mh","eh","mk","ek","probability","Cluster"
"57",204.09551526937,-62.0509823224084,-5.7215576171875,0.289997726678848,-2.19636797904968,0.285459697246552,18.7548007965088,0.0278560327210048,17.7106990814209,0.0231121852052414,15.581600189209,0.0210912121630569,15.092399597168,0.0278560327210048,14.8521003723145,0.0228890225279789,1,"Pismis18"
"58",204.225582288881,-62.0768019611837,-5.72028303146362,0.100405007600784,-2.21338033676147,0.118262931704521,NA,0.021120739233181,NA,0.0180900767082005,15.0296001434326,0.0186232697138334,14.6377000808716,0.021120739233181,14.4843997955322,0.0201964152941503,1,"Pismis18"
"59",204.335575103019,-62.151548660373,-5.71903324127197,0.133105337619781,-2.38412880897522,0.164031386375427,NA,0.0264137612803233,NA,NA,15.3347997665405,0.0193571400396308,14.9084997177124,0.0264137612803233,14.7228002548218,0.0215364565180008,1,"Pismis18"
"60",204.214592130109,-62.1317349276326,-5.71735429763794,0.0416632443666458,-2.30537486076355,0.0497708544135094,17.880199432373,0.0191647667359108,16.9641990661621,0.0164711463643985,14.0087003707886,0.0162569024868049,13.7807998657227,0.0191647667359108,13.6391000747681,0.0159884779723373,1,"Pismis18"
"61",204.183163592915,-62.1029206181642,-5.71637535095215,0.0477864630520344,-2.29421043395996,0.0571677498519421,17.5118007659912,0.0184646990995563,16.5739002227783,0.0162558627853713,13.9000997543335,0.0156072179495875,13.6400995254517,0.0184646990995563,13.5081996917725,0.0160522112185004,1,"Pismis18"
"62",204.168799805418,-62.1100181567441,-5.71581315994263,0.0606121905148029,-2.18308162689209,0.0749453380703926,19.5062007904053,0.0196382973957508,18.5536994934082,0.0164138398266039,14.4652996063232,0.0164077657544395,14.2047996520996,0.0196382973957508,14.0363998413086,0.0170610564250783,1,"Pismis18"
"63",204.033478799159,-62.1290916913741,-5.71516418457031,0.0618842579424381,-2.27665233612061,0.0699693188071251,19.4682006835938,0.0194479127899866,18.7577991485596,0.0166129306816065,14.0986995697021,0.0166416888915055,13.7975997924805,0.0194479127899866,13.6133003234863,0.0160055011549657,1,"Pismis18"
"64",204.277347635844,-62.0521165956985,-5.71169853210449,0.0622706636786461,-2.33924198150635,0.0722926557064056,20.3383007049561,0.0190686371944571,19.2369003295898,0.0164467404256462,13.885199546814,0.0155254118618195,13.6093997955322,0.0190686371944571,13.4563999176025,0.0159968002195897,1,"Pismis18"
"65",204.233190983191,-62.0869583177399,-5.71108245849609,0.0228834189474583,-2.25053119659424,0.0284498352557421,999,999,999,999,10.9386124134064,0.0297232224054595,10.2622201442719,999,10.0143124580383,0.0231780068551699,1,"Pismis18"
"66",204.26349708936,-62.1085697159912,-5.71086597442627,0.074419304728508,-2.18816733360291,0.0900469645857811,16.1702995300293,0.0205168491162276,15.7524995803833,0.0173492307296538,14.7938003540039,0.0171690361172575,14.4727001190186,0.0205168491162276,14.3135004043579,0.0185380191324955,1,"Pismis18"
"67",204.101491721247,-62.1174460855996,-5.70989322662354,0.0406972244381905,-2.24700927734375,0.0458719804883003,NA,0.0183370604517794,19.5928001403809,0.0167120387999215,13.6140003204346,0.0153524047193502,13.3895998001099,0.0183370604517794,13.2290000915527,0.0149392977664507,1,"Pismis18"
"68",204.175252884056,-62.0459017748564,-5.70910692214966,0.0834415480494499,-2.31358528137207,0.0956719890236855,19.9971008300781,0.020378270979152,18.7017993927002,0.017443889839266,14.7861003875732,0.0171046202838814,14.4406003952026,0.020378270979152,14.3123998641968,0.0185163782193293,1,"Pismis18"
"69",204.171464109755,-62.0879603158765,-5.70536184310913,0.0381487272679806,-2.22869777679443,0.0453765019774437,20.2777004241943,0.0184215962984481,19.3446998596191,0.0153592045545315,13.3381996154785,0.0152034414823946,13.0651998519897,0.0184215962984481,12.9052000045776,0.0150070325893246,1,"Pismis18"
"70",204.169466402268,-62.1238143647252,-5.70279741287231,0.0494711622595787,-2.36140012741089,0.0579410009086132,NA,0.019260900279614,NA,0.0164498626285798,14.0936002731323,0.0163895507411495,13.8747997283936,0.019260900279614,13.707200050354,0.0161885499052077,1,"Pismis18"
"71",204.238277412163,-62.0902431311059,-5.70209074020386,0.116230741143227,-2.35429358482361,0.134613335132599,18.4500007629395,0.0224159001507896,17.9703006744385,0.0193637215826025,15.2632999420166,0.0192206262294318,14.8779001235962,0.0224159001507896,14.7544002532959,0.0217782532694896,1,"Pismis18"
"72",204.190995976674,-62.1263426373923,-5.70098972320557,0.064520888030529,-2.26605820655823,0.0769219398498535,NA,0.0191998964926402,NA,0.0162238612171516,14.5145998001099,0.0162363424486022,14.2508001327515,0.0191998964926402,14.0989999354782,0.0170823571600295,1,"Pismis18"
"73",204.238877268321,-62.1090311079788,-5.69648456573486,0.0542627274990082,-2.25579309463501,0.0680357664823532,17.9302005767822,0.0194155135236051,16.7173004150391,0.0164247419681201,14.4212999343872,0.0166998488887859,14.1427001953125,0.0194155135236051,13.9871997833252,0.0170749984149282,1,"Pismis18"
"74",204.116627094528,-62.1098191555797,-5.69638967514038,0.0381812229752541,-2.28488445281982,0.0442073792219162,19.3822994232178,0.0182871080596704,17.9939002990723,0.0154334843610501,13.4222002029419,0.015281203540614,13.1759996414185,0.0182871080596704,12.9907999038696,0.0150430019104848,1,"Pismis18"
"75",204.245073577488,-62.0888296199499,-5.69035959243774,0.0255228634923697,-2.43134236335754,0.0337676256895065,19.3831996917725,0.0219821534148042,18.74880027771,0.021682988824871,11.4213173398972,0.0245977033400337,10.7593952989578,0.0219821534148042,10.550641752243,0.0191473751909962,1,"Pismis18"
"76",204.2390237088,-62.1006593805571,-5.69018459320068,0.0287446808069944,-2.29499554634094,0.0352426432073116,19.165599822998,0.018935880686352,18.5604000091553,0.0181986814674853,13.0504999160767,0.0152924686040857,12.8277997970581,0.018935880686352,12.6612903785539,0.0180227516168469,1,"Pismis18"
"77",204.278904773242,-62.0561401660436,-5.69017839431763,0.0500101670622826,-2.27092790603638,0.0548344142735004,NA,0.018497049891642,19.7416000366211,0.0165829854102233,13.7497997283936,0.0150925148126466,13.4625997543335,0.018497049891642,13.3122997283936,0.0152356962196567,1,"Pismis18"
